File name,Icon,Name,Type,Subtype,Description,Prerequisite,Cost,Visible
ii_upgrade_053.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_054.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_055.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_056.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_057.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_058.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_059.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_060.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_061.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_062.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_063.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_064.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_069.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_070.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_205.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_206.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_207.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_208.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_209.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_210.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_211.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_212.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_213.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_214.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_215.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_216.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_217.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_218.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_219.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_220.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_221.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_222.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_223.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_224.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_225.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_226.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_227.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_228.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_229.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_230.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_231.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_232.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_233.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_234.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_235.png,,,Armor Upgrade,Overlay,,,,FALSE
ii_upgrade_236.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_237.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_238.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_239.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_240.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_241.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_242.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_243.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_244.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_245.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_246.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_247.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_248.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_249.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_250.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_251.png,,,Armor Upgrade,Underlay,,,,FALSE
ii_upgrade_252.png,,,Armor Upgrade,Underlay,,,,FALSE
ip_pltuseitm_064.png,,Firing Chamber,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_065.png,,Scope,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_066.png,,Power Cell,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_067.png,,Beam Splitter?,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_068.png,,Trigger,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_122.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_123.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_124.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_125.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_126.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_127.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_128.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_129.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_130.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_131.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_132.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_133.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_134.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_135.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_136.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_137.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_138.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_139.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_140.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_141.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_142.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_143.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_144.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_145.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_146.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_147.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_148.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_149.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_150.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_151.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_152.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_153.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_154.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_155.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_156.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_157.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_158.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_159.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_160.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_161.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_162.png,,,Blaster Upgrade,,,,,FALSE
ip_pltuseitm_163.png,,,Blaster Upgrade,,,,,FALSE
